spin index,aktuální kredit,bet,vyhra,nasobok
 2667,771200,100,0,0
 2668,772100,100,1000,10
 2669,772000,100,0,0
 2670,771900,100,0,0
 2671,771800,100,0,0
 2672,771700,100,0,0
 2673,771600,100,0,0
 2674,774000,100,2500,25
 2675,773900,100,0,0
 2676,773800,100,0,0
 2677,773700,100,0,0
 2678,773600,100,0,0
 2679,773500,100,0,0
 2680,773400,100,0,0
 2681,773300,100,0,0
 2682,773200,100,0,0
 2683,773100,100,0,0
 2684,774000,100,1000,10
 2685,773900,100,0,0
 2686,773900,100,100,1
 2687,773800,100,0,0
 2688,774700,100,1000,10
 2689,774600,100,0,0
 2690,774500,100,0,0
 2691,774400,100,0,0
 2692,774300,100,0,0
 2693,774200,100,0,0
 2694,774100,100,0,0
 2695,774000,100,0,0
 2696,773900,100,0,0
 2697,773800,100,0,0
 2698,773700,100,0,0
 2699,773600,100,0,0
 2700,773500,100,0,0
 2701,773400,100,0,0
 2702,773300,100,0,0
 2703,773200,100,0,0
 2704,773100,100,0,0
 2705,773100,100,100,1
 2706,773000,100,0,0
 2707,773000,100,100,1
 2708,772900,100,0,0
 2709,772800,100,0,0
 2710,772700,100,0,0
 2711,772600,100,0,0
 2712,772500,100,0,0
 2713,774900,100,2500,25
 2714,774800,100,0,0
 2715,774700,100,0,0
 2716,774700,100,100,1
 2717,774600,100,0,0
 2718,774500,100,0,0
 2719,774400,100,0,0
 2720,774300,100,0,0
 2721,774200,100,0,0
 2722,774100,100,0,0
 2723,774000,100,0,0
 2724,773900,100,0,0
 2725,773800,100,0,0
 2726,773700,100,0,0
 2727,773600,100,0,0
 2728,773500,100,0,0
 2729,773400,100,0,0
 2730,773300,100,0,0
 2731,773200,100,0,0
 2732,773100,100,0,0
 2733,773000,100,0,0
 2734,772900,100,0,0
 2735,772900,100,100,1
 2736,772800,100,0,0
 2737,777700,100,5000,50
 2738,777600,100,0,0
 2739,777500,100,0,0
 2740,778400,100,1000,10
 2741,778400,100,100,1
 2742,778300,100,0,0
 2743,779200,100,1000,10
 2744,779100,100,0,0
 2745,779000,100,0,0
 2746,778900,100,0,0
 2747,778800,100,0,0
 2748,778700,100,0,0
 2749,778600,100,0,0
 2750,779500,100,1000,10
 2751,784400,100,5000,50
 2752,785300,100,1000,10
 2753,785200,100,0,0
 2754,787600,100,2500,25
 2755,788500,100,1000,10
 2756,788400,100,0,0
 2757,789300,100,1000,10
 2758,789300,100,100,1
 2759,789200,100,0,0
 2760,789200,100,100,1
 2761,789100,100,0,0
 2762,794000,100,5000,50
 2763,793900,100,0,0
 2764,793800,100,0,0
 2765,793700,100,0,0
 2766,793700,100,100,1
 2767,793600,100,0,0
 2768,793600,100,100,1
 2769,793500,100,0,0
 2770,793400,100,0,0
 2771,793300,100,0,0
 2772,795700,100,2500,25
 2773,795600,100,0,0
 2774,795600,100,100,1
 2775,795500,100,0,0
 2776,796400,100,1000,10
 2777,796300,100,0,0
 2778,796200,100,0,0
 2779,797100,100,1000,10
 2780,797000,100,0,0
 2781,797900,100,1000,10
 2782,797800,100,0,0
 2783,797700,100,0,0
 2784,797600,100,0,0
 2785,797500,100,0,0
 2786,797400,100,0,0
 2787,797300,100,0,0
 2788,802200,100,5000,50
 2789,802100,100,0,0
 2790,803000,100,1000,10
 2791,805400,100,2500,25
 2792,805300,100,0,0
 2793,805200,100,0,0
 2794,805100,100,0,0
 2795,810000,100,5000,50
 2796,809900,100,0,0
 2797,809800,100,0,0
 2798,809700,100,0,0
 2799,809600,100,0,0
 2800,809500,100,0,0
 2801,814400,100,5000,50
 2802,814300,100,0,0
 2803,814200,100,0,0
 2804,814100,100,0,0
 2805,814000,100,0,0
 2806,818900,100,5000,50
 2807,818800,100,0,0
 2808,819700,100,1000,10
 2809,819600,100,0,0
 2810,819500,100,0,0
 2811,819400,100,0,0
 2812,820300,100,1000,10
 2813,820200,100,0,0
 2814,820100,100,0,0
 2815,820000,100,0,0
 2816,819900,100,0,0
 2817,820800,100,1000,10
 2818,820700,100,0,0
 2819,820600,100,0,0
 2820,820500,100,0,0
 2821,820400,100,0,0
 2822,820400,100,100,1
 2823,820300,100,0,0
 2824,820300,100,100,1
 2825,820200,100,0,0
 2826,820100,100,0,0
 2827,820000,100,0,0
 2828,820900,100,1000,10
 2829,820800,100,0,0
 2830,820700,100,0,0
 2831,820700,100,100,1
 2832,820600,100,0,0
 2833,820500,100,0,0
 2834,820400,100,0,0
 2835,820300,100,0,0
 2836,820300,100,100,1
 2837,820200,100,0,0
 2838,830100,100,10000,100
 2839,832500,100,2500,25
 2840,832400,100,0,0
 2841,832300,100,0,0
 2842,832300,100,100,1
 2843,832200,100,0,0
 2844,832100,100,0,0
 2845,832000,100,0,0
 2846,831900,100,0,0
 2847,831800,100,0,0
 2848,831700,100,0,0
 2849,831600,100,0,0
 2850,831500,100,0,0
 2851,831400,100,0,0
 2852,831300,100,0,0
 2853,831200,100,0,0
 2854,831100,100,0,0
 2855,831000,100,0,0
 2856,830900,100,0,0
 2857,830900,100,100,1
 2858,830800,100,0,0
 2859,831700,100,1000,10
 2860,831600,100,0,0
 2861,831500,100,0,0
 2862,831400,100,0,0
 2863,831300,100,0,0
 2864,831200,100,0,0
 2865,831100,100,0,0
 2866,832000,100,1000,10
 2867,831900,100,0,0
 2868,834300,100,2500,25
 2869,834200,100,0,0
 2870,834100,100,0,0
 2871,834000,100,0,0
 2872,843900,100,10000,100
 2873,843800,100,0,0
 2874,848700,100,5000,50
 2875,848600,100,0,0
 2876,848500,100,0,0
 2877,848500,100,100,1
 2878,848400,100,0,0
 2879,848300,100,0,0
 2880,850700,100,2500,25
 2881,850600,100,0,0
 2882,853000,100,2500,25
 2883,852900,100,0,0
 2884,852800,100,0,0
 2885,855200,100,2500,25
 2886,855100,100,0,0
 2887,857500,100,2500,25
 2888,857400,100,0,0
 2889,857300,100,0,0
 2890,857200,100,0,0
 2891,857100,100,0,0
 2892,857000,100,0,0
 2893,859400,100,2500,25
 2894,859300,100,0,0
 2895,864200,100,5000,50
 2896,864100,100,0,0
 2897,864000,100,0,0
 2898,863900,100,0,0
 2899,863800,100,0,0
 2900,868700,100,5000,50
 2901,868600,100,0,0
 2902,868500,100,0,0
 2903,868400,100,0,0
 2904,868300,100,0,0
 2905,868200,100,0,0
 2906,868100,100,0,0
 2907,868000,100,0,0
 2908,867900,100,0,0
 2909,867800,100,0,0
 2910,868700,100,1000,10
 2911,868600,100,0,0
 2912,868500,100,0,0
 2913,868400,100,0,0
 2914,868300,100,0,0
 2915,868200,100,0,0
 2916,868100,100,0,0
 2917,868000,100,0,0
 2918,867900,100,0,0
 2919,867800,100,0,0
 2920,867800,100,100,1
 2921,867700,100,0,0
 2922,867600,100,0,0
 2923,867500,100,0,0
 2924,867400,100,0,0
 2925,867300,100,0,0
 2926,867200,100,0,0
 2927,867100,100,0,0
 2928,867000,100,0,0
 2929,867000,100,100,1
 2930,866900,100,0,0
 2931,866800,100,0,0
 2932,867700,100,1000,10
 2933,867600,100,0,0
 2934,867500,100,0,0
 2935,867400,100,0,0
 2936,867300,100,0,0
 2937,867200,100,0,0
 2938,867200,100,100,1
 2939,867100,100,0,0
 2940,867000,100,0,0
 2941,869400,100,2500,25
 2942,869300,100,0,0
 2943,869200,100,0,0
 2944,869200,100,100,1
 2945,869100,100,0,0
 2946,869000,100,0,0
 2947,868900,100,0,0
 2948,868800,100,0,0
 2949,868700,100,0,0
 2950,868600,100,0,0
 2951,868500,100,0,0
 2952,868400,100,0,0
 2953,868300,100,0,0
 2954,868300,100,100,1
 2955,868200,100,0,0
 2956,868100,100,0,0
 2957,868000,100,0,0
 2958,870400,100,2500,25
 2959,870300,100,0,0
 2960,870200,100,0,0
 2961,870100,100,0,0
 2962,870000,100,0,0
 2963,869900,100,0,0
 2964,869800,100,0,0
 2965,869700,100,0,0
 2966,869600,100,0,0
 2967,869500,100,0,0
 2968,869400,100,0,0
 2969,869400,100,100,1
 2970,869400,100,100,1
 2971,869300,100,0,0
 2972,869200,100,0,0
 2973,869100,100,0,0
 2974,869000,100,0,0
 2975,868900,100,0,0
 2976,868800,100,0,0
 2977,869700,100,1000,10
 2978,869600,100,0,0
 2979,874500,100,5000,50
 2980,874400,100,0,0
 2981,874400,100,100,1
 2982,879300,100,5000,50
 2983,879200,100,0,0
 2984,879100,100,0,0
 2985,879000,100,0,0
 2986,878900,100,0,0
 2987,878800,100,0,0
 2988,878700,100,0,0
 2989,878600,100,0,0
 2990,878600,100,100,1
 2991,878500,100,0,0
 2992,878400,100,0,0
 2993,878300,100,0,0
 2994,878200,100,0,0
 2995,878100,100,0,0
 2996,878000,100,0,0
 2997,877900,100,0,0
 2998,882800,100,5000,50
 2999,882700,100,0,0
 3000,882600,100,0,0
 3001,882500,100,0,0
 3002,882400,100,0,0
 3003,882300,100,0,0
 3004,882200,100,0,0
 3005,887100,100,5000,50
 3006,887000,100,0,0
 3007,886900,100,0,0
 3008,886800,100,0,0
 3009,886700,100,0,0
 3010,886600,100,0,0
 3011,886500,100,0,0
 3012,886500,100,100,1
 3013,888900,100,2500,25
 3014,888800,100,0,0
 3015,888700,100,0,0
 3016,888600,100,0,0
 3017,888500,100,0,0
 3018,890900,100,2500,25
 3019,890800,100,0,0
 3020,890700,100,0,0
 3021,890600,100,0,0
 3022,890500,100,0,0
 3023,890400,100,0,0
 3024,895300,100,5000,50
 3025,895200,100,0,0
 3026,895100,100,0,0
 3027,895000,100,0,0
 3028,894900,100,0,0
 3029,894800,100,0,0
 3030,894800,100,100,1
 3031,894800,100,100,1
 3032,894700,100,0,0
 3033,894600,100,0,0
 3034,894500,100,0,0
 3035,899400,100,5000,50
 3036,899300,100,0,0
 3037,900200,100,1000,10
 3038,900100,100,0,0
 3039,900000,100,0,0
 3040,899900,100,0,0
 3041,899800,100,0,0
 3042,899700,100,0,0
 3043,899600,100,0,0
 3044,899500,100,0,0
 3045,899400,100,0,0
 3046,899400,100,100,1
 3047,900300,100,1000,10
 3048,900200,100,0,0
 3049,900100,100,0,0
 3050,900000,100,0,0
 3051,899900,100,0,0
 3052,899800,100,0,0
 3053,899700,100,0,0
 3054,899700,100,100,1
 3055,899600,100,0,0
 3056,899500,100,0,0
 3057,899400,100,0,0
 3058,899300,100,0,0
 3059,900200,100,1000,10
 3060,900100,100,0,0
 3061,900000,100,0,0
 3062,899900,100,0,0
 3063,899800,100,0,0
 3064,899700,100,0,0
 3065,899600,100,0,0
 3066,902000,100,2500,25
 3067,901900,100,0,0
 3068,901800,100,0,0
 3069,901700,100,0,0
 3070,901600,100,0,0
 3071,901500,100,0,0
 3072,901400,100,0,0
 3073,901300,100,0,0
 3074,901300,100,100,1
 3075,901300,100,100,1
 3076,901200,100,0,0
 3077,901100,100,0,0
 3078,901000,100,0,0
 3079,900900,100,0,0
 3080,900800,100,0,0
 3081,900700,100,0,0
 3082,900600,100,0,0
 3083,900500,100,0,0
 3084,900400,100,0,0
 3085,900300,100,0,0
 3086,900200,100,0,0
 3087,900100,100,0,0
 3088,902500,100,2500,25
 3089,902400,100,0,0
 3090,903300,100,1000,10
 3091,903200,100,0,0
 3092,903100,100,0,0
 3093,903000,100,0,0
 3094,902900,100,0,0
 3095,902800,100,0,0
 3096,902700,100,0,0
 3097,902600,100,0,0
 3098,902600,100,100,1
 3099,903500,100,1000,10
 3100,903400,100,0,0
 3101,903300,100,0,0
 3102,905700,100,2500,25
 3103,905700,100,100,1
 3104,905600,100,0,0
 3105,905500,100,0,0
 3106,905400,100,0,0
 3107,905300,100,0,0
 3108,905200,100,0,0
 3109,905100,100,0,0
 3110,905000,100,0,0
 3111,904900,100,0,0
 3112,904900,100,100,1
 3113,904800,100,0,0
 3114,904700,100,0,0
 3115,904600,100,0,0
 3116,904500,100,0,0
 3117,904400,100,0,0
 3118,904300,100,0,0
 3119,904200,100,0,0
 3120,904100,100,0,0
 3121,904000,100,0,0
 3122,904900,100,1000,10
 3123,904800,100,0,0
 3124,909700,100,5000,50
 3125,909600,100,0,0
 3126,909500,100,0,0
 3127,909400,100,0,0
 3128,909300,100,0,0
 3129,909200,100,0,0
 3130,909100,100,0,0
 3131,909000,100,0,0
 3132,908900,100,0,0
 3133,908900,100,100,1
 3134,908800,100,0,0
 3135,909700,100,1000,10
 3136,909700,100,100,1
 3137,909600,100,0,0
 3138,912000,100,2500,25
 3139,911900,100,0,0
 3140,911800,100,0,0
 3141,911700,100,0,0
 3142,911600,100,0,0
 3143,912500,100,1000,10
 3144,912400,100,0,0
 3145,912300,100,0,0
 3146,912200,100,0,0
 3147,912100,100,0,0
 3148,912100,100,100,1
 3149,912000,100,0,0
 3150,911900,100,0,0
 3151,911800,100,0,0
 3152,911700,100,0,0
 3153,911600,100,0,0
 3154,911500,100,0,0
 3155,911400,100,0,0
 3156,912300,100,1000,10
 3157,912200,100,0,0
 3158,912100,100,0,0
 3159,912000,100,0,0
 3160,912000,100,100,1
 3161,911900,100,0,0
 3162,911800,100,0,0
 3163,911700,100,0,0
 3164,911600,100,0,0
 3165,911500,100,0,0
 3166,911400,100,0,0
 3167,911300,100,0,0
 3168,911200,100,0,0
 3169,911100,100,0,0
 3170,911000,100,0,0
 3171,910900,100,0,0
 3172,910800,100,0,0
 3173,910700,100,0,0
 3174,915600,100,5000,50
 3175,915500,100,0,0
 3176,915400,100,0,0
 3177,915300,100,0,0
 3178,915200,100,0,0
 3179,915100,100,0,0
 3180,915000,100,0,0
 3181,915900,100,1000,10
 3182,915800,100,0,0
 3183,915700,100,0,0
 3184,915700,100,100,1
 3185,915600,100,0,0
 3186,915600,100,100,1
 3187,915500,100,0,0
 3188,915400,100,0,0
 3189,915400,100,100,1
 3190,915300,100,0,0
 3191,915200,100,0,0
 3192,915100,100,0,0
 3193,915000,100,0,0
 3194,914900,100,0,0
 3195,914800,100,0,0
 3196,914700,100,0,0
 3197,914600,100,0,0
 3198,915500,100,1000,10
 3199,915400,100,0,0
 3200,920300,100,5000,50
 3201,920200,100,0,0
 3202,920100,100,0,0
 3203,920000,100,0,0
 3204,919900,100,0,0
 3205,919900,100,100,1
 3206,920800,100,1000,10
 3207,920700,100,0,0
 3208,920600,100,0,0
 3209,920600,100,100,1
 3210,920500,100,0,0
 3211,920400,100,0,0
 3212,920400,100,100,1
 3213,920300,100,0,0
 3214,920200,100,0,0
 3215,920100,100,0,0
 3216,920000,100,0,0
 3217,919900,100,0,0
 3218,922300,100,2500,25
 3219,922200,100,0,0
 3220,922100,100,0,0
 3221,922000,100,0,0
 3222,921900,100,0,0
 3223,921800,100,0,0
 3224,921800,100,100,1
 3225,921700,100,0,0
 3226,921600,100,0,0
 3227,922500,100,1000,10
 3228,922400,100,0,0
 3229,922300,100,0,0
 3230,922200,100,0,0
 3231,922100,100,0,0
 3232,922000,100,0,0
 3233,922000,100,100,1
 3234,921900,100,0,0
 3235,921800,100,0,0
 3236,921700,100,0,0
 3237,921600,100,0,0
 3238,924000,100,2500,25
 3239,923900,100,0,0
 3240,923800,100,0,0
 3241,923700,100,0,0
 3242,923600,100,0,0
 3243,923500,100,0,0
 3244,923400,100,0,0
 3245,923300,100,0,0
 3246,924200,100,1000,10
 3247,924100,100,0,0
 3248,924000,100,0,0
 3249,923900,100,0,0
 3250,923800,100,0,0
 3251,923700,100,0,0
 3252,923700,100,100,1
 3253,923600,100,0,0
 3254,923500,100,0,0
 3255,923400,100,0,0
 3256,923400,100,100,1
 3257,923300,100,0,0
 3258,923200,100,0,0
 3259,923100,100,0,0
 3260,933000,100,10000,100
 3261,932900,100,0,0
 3262,932800,100,0,0
 3263,932700,100,0,0
 3264,932600,100,0,0
 3265,932500,100,0,0
 3266,932400,100,0,0
 3267,932300,100,0,0
 3268,932200,100,0,0
 3269,932100,100,0,0
 3270,934500,100,2500,25
 3271,934400,100,0,0
 3272,934300,100,0,0
 3273,934200,100,0,0
 3274,934100,100,0,0
 3275,935000,100,1000,10
 3276,935000,100,100,1
 3277,934900,100,0,0
 3278,934800,100,0,0
 3279,934700,100,0,0
 3280,934600,100,0,0
 3281,934500,100,0,0
 3282,934400,100,0,0
 3283,934300,100,0,0
 3284,934200,100,0,0
 3285,934100,100,0,0
 3286,934000,100,0,0
 3287,933900,100,0,0
 3288,933800,100,0,0
 3289,933800,100,100,1
 3290,933700,100,0,0
 3291,934600,100,1000,10
 3292,934500,100,0,0
 3293,934400,100,0,0
 3294,934300,100,0,0
 3295,934200,100,0,0
 3296,934100,100,0,0
 3297,934000,100,0,0
 3298,933900,100,0,0
 3299,933800,100,0,0
 3300,933700,100,0,0
 3301,936100,100,2500,25
 3302,936000,100,0,0
 3303,935900,100,0,0
 3304,935800,100,0,0
 3305,935700,100,0,0
 3306,935600,100,0,0
 3307,935500,100,0,0
 3308,937900,100,2500,25
 3309,937800,100,0,0
 3310,937700,100,0,0
 3311,938600,100,1000,10
 3312,938500,100,0,0
 3313,938400,100,0,0
 3314,938300,100,0,0
 3315,938200,100,0,0
 3316,938200,100,100,1
 3317,940600,100,2500,25
 3318,943000,100,2500,25
 3319,942900,100,0,0
 3320,942800,100,0,0
 3321,942700,100,0,0
 3322,942600,100,0,0
 3323,942500,100,0,0
 3324,942400,100,0,0
 3325,942300,100,0,0
 3326,942200,100,0,0
 3327,942100,100,0,0
 3328,942000,100,0,0
 3329,941900,100,0,0
 3330,941800,100,0,0
 3331,941700,100,0,0
 3332,941600,100,0,0
 3333,941500,100,0,0
 3334,941500,100,100,1
 3335,941400,100,0,0
 3336,941300,100,0,0
 3337,941200,100,0,0
 3338,941100,100,0,0
 3339,941000,100,0,0
 3340,940900,100,0,0
 3341,940800,100,0,0
 3342,940700,100,0,0
 3343,941600,100,1000,10
 3344,941500,100,0,0
 3345,942400,100,1000,10
 3346,942300,100,0,0
 3347,943200,100,1000,10
 3348,943100,100,0,0
 3349,943000,100,0,0
 3350,943000,100,100,1
 3351,942900,100,0,0
 3352,942800,100,0,0
 3353,942700,100,0,0
 3354,942600,100,0,0
 3355,942500,100,0,0
 3356,942400,100,0,0
 3357,942300,100,0,0
 3358,952200,100,10000,100
 3359,952100,100,0,0
 3360,952000,100,0,0
 3361,951900,100,0,0
 3362,951800,100,0,0
 3363,954200,100,2500,25
 3364,954100,100,0,0
 3365,954000,100,0,0
 3366,954000,100,100,1
 3367,953900,100,0,0
 3368,953800,100,0,0
 3369,953700,100,0,0
 3370,953600,100,0,0
 3371,953500,100,0,0
 3372,953400,100,0,0
 3373,953300,100,0,0
 3374,953200,100,0,0
 3375,953100,100,0,0
 3376,953000,100,0,0
 3377,952900,100,0,0
 3378,952800,100,0,0
 3379,952700,100,0,0
 3380,952600,100,0,0
 3381,952500,100,0,0
 3382,952400,100,0,0
 3383,952300,100,0,0
 3384,953200,100,1000,10
 3385,953100,100,0,0
 3386,953000,100,0,0
 3387,953000,100,100,1
 3388,952900,100,0,0
 3389,952800,100,0,0
 3390,952700,100,0,0
 3391,957600,100,5000,50
 3392,957500,100,0,0
 3393,957400,100,0,0
 3394,957300,100,0,0
 3395,957200,100,0,0
 3396,957100,100,0,0
 3397,957000,100,0,0
 3398,956900,100,0,0
 3399,956800,100,0,0
 3400,956700,100,0,0
 3401,956600,100,0,0
 3402,956500,100,0,0
 3403,956400,100,0,0
 3404,956300,100,0,0
 3405,956200,100,0,0
 3406,956100,100,0,0
 3407,956000,100,0,0
 3408,955900,100,0,0
 3409,955800,100,0,0
 3410,955700,100,0,0
 3411,955600,100,0,0
 3412,955500,100,0,0
 3413,955400,100,0,0
 3414,955300,100,0,0
 3415,955200,100,0,0
 3416,955100,100,0,0
 3417,955000,100,0,0
 3418,954900,100,0,0
 3419,954800,100,0,0
 3420,954700,100,0,0
 3421,954600,100,0,0
 3422,955500,100,1000,10
 3423,955400,100,0,0
 3424,955300,100,0,0
 3425,955200,100,0,0
 3426,955100,100,0,0
 3427,957500,100,2500,25
 3428,957400,100,0,0
 3429,957300,100,0,0
 3430,957200,100,0,0
 3431,957100,100,0,0
 3432,957000,100,0,0
 3433,956900,100,0,0
 3434,959300,100,2500,25
 3435,969200,100,10000,100
 3436,970100,100,1000,10
 3437,970000,100,0,0
 3438,969900,100,0,0
 3439,969800,100,0,0
 3440,969700,100,0,0
 3441,969600,100,0,0
 3442,969500,100,0,0
 3443,969400,100,0,0
 3444,971800,100,2500,25
 3445,971700,100,0,0
 3446,971600,100,0,0
 3447,971500,100,0,0
 3448,971400,100,0,0
 3449,971300,100,0,0
 3450,971200,100,0,0
 3451,971100,100,0,0
 3452,971000,100,0,0
 3453,970900,100,0,0
 3454,970800,100,0,0
 3455,970700,100,0,0
 3456,970600,100,0,0
 3457,970500,100,0,0
 3458,970500,100,100,1
 3459,970500,100,100,1
 3460,970400,100,0,0
 3461,970300,100,0,0
 3462,970200,100,0,0
 3463,970200,100,100,1
 3464,970100,100,0,0
 3465,970000,100,0,0
 3466,969900,100,0,0
 3467,969800,100,0,0
 3468,969700,100,0,0
 3469,969600,100,0,0
 3470,969500,100,0,0
 3471,969500,100,100,1
 3472,969400,100,0,0
 3473,969300,100,0,0
 3474,969200,100,0,0
 3475,969100,100,0,0
 3476,969000,100,0,0
 3477,968900,100,0,0
 3478,968800,100,0,0
 3479,968700,100,0,0
 3480,971100,100,2500,25
 3481,971000,100,0,0
 3482,970900,100,0,0
 3483,970800,100,0,0
 3484,970700,100,0,0
 3485,971600,100,1000,10
 3486,971500,100,0,0
 3487,976400,100,5000,50
 3488,977300,100,1000,10
 3489,977200,100,0,0
 3490,977100,100,0,0
 3491,977100,100,100,1
 3492,977000,100,0,0
 3493,977900,100,1000,10
 3494,977800,100,0,0
 3495,977700,100,0,0
 3496,977600,100,0,0
 3497,977500,100,0,0
 3498,977400,100,0,0
 3499,977300,100,0,0
 3500,977200,100,0,0
 3501,977100,100,0,0
 3502,977000,100,0,0
 3503,977900,100,1000,10
 3504,977800,100,0,0
 3505,977700,100,0,0
 3506,977600,100,0,0
 3507,977500,100,0,0
 3508,977400,100,0,0
 3509,977300,100,0,0
 3510,977200,100,0,0
 3511,977100,100,0,0
 3512,977000,100,0,0
 3513,976900,100,0,0
 3514,979300,100,2500,25
 3515,979200,100,0,0
 3516,979100,100,0,0
 3517,979000,100,0,0
 3518,979000,100,100,1
 3519,978900,100,0,0
 3520,978800,100,0,0
 3521,978700,100,0,0
 3522,979600,100,1000,10
 3523,979500,100,0,0
 3524,979500,100,100,1
 3525,979400,100,0,0
 3526,979300,100,0,0
 3527,979200,100,0,0
 3528,979100,100,0,0
 3529,979000,100,0,0
 3530,978900,100,0,0
 3531,978800,100,0,0
 3532,978700,100,0,0
 3533,978600,100,0,0
 3534,978500,100,0,0
 3535,978400,100,0,0
 3536,978300,100,0,0
 3537,980700,100,2500,25
 3538,980600,100,0,0
 3539,980500,100,0,0
 3540,980400,100,0,0
 3541,985300,100,5000,50
 3542,985200,100,0,0
 3543,987600,100,2500,25
 3544,987500,100,0,0
 3545,987500,100,100,1
 3546,987400,100,0,0
 3547,987300,100,0,0
 3548,987200,100,0,0
 3549,987100,100,0,0
 3550,987000,100,0,0
 3551,986900,100,0,0
 3552,986900,100,100,1
 3553,986800,100,0,0
 3554,986700,100,0,0
 3555,987600,100,1000,10
 3556,987500,100,0,0
 3557,987400,100,0,0
 3558,988300,100,1000,10
 3559,988200,100,0,0
 3560,988200,100,100,1
 3561,988100,100,0,0
 3562,988000,100,0,0
 3563,987900,100,0,0
 3564,997800,100,10000,100
 3565,997700,100,0,0
 3566,997600,100,0,0
 3567,997500,100,0,0
 3568,997400,100,0,0
 3569,998300,100,1000,10
 3570,998200,100,0,0
 3571,998200,100,100,1
 3572,998100,100,0,0
 3573,998000,100,0,0
 3574,997900,100,0,0
 3575,1007800,100,10000,100
 3576,1007700,100,0,0
 3577,1007600,100,0,0
 3578,1007500,100,0,0
 3579,1007400,100,0,0
 3580,1007300,100,0,0
 3581,1007200,100,0,0
 3582,1007100,100,0,0
 3583,1007000,100,0,0
 3584,1011900,100,5000,50
 3585,1011800,100,0,0
 3586,1011700,100,0,0
 3587,1011600,100,0,0
 3588,1011500,100,0,0
 3589,1011400,100,0,0
 3590,1021300,100,10000,100
 3591,1021200,100,0,0
 3592,1021100,100,0,0
 3593,1021000,100,0,0
 3594,1020900,100,0,0
 3595,1020800,100,0,0
 3596,1020700,100,0,0
 3597,1020600,100,0,0
 3598,1020600,100,100,1
 3599,1020600,100,100,1
 3600,1020600,100,100,1
 3601,1020500,100,0,0
 3602,1020500,100,100,1
 3603,1020400,100,0,0
 3604,1020400,100,100,1
 3605,1022800,100,2500,25
 3606,1022700,100,0,0
 3607,1022600,100,0,0
 3608,1022500,100,0,0
 3609,1022500,100,100,1
 3610,1022400,100,0,0
 3611,1022400,100,100,1
 3612,1022300,100,0,0
 3613,1022200,100,0,0
 3614,1022100,100,0,0
 3615,1022000,100,0,0
 3616,1021900,100,0,0
 3617,1021900,100,100,1
 3618,1024300,100,2500,25
 3619,1024200,100,0,0
 3620,1024100,100,0,0
 3621,1024000,100,0,0
 3622,1023900,100,0,0
 3623,1023800,100,0,0
 3624,1028700,100,5000,50
 3625,1028600,100,0,0
 3626,1028500,100,0,0
 3627,1033400,100,5000,50
 3628,1033300,100,0,0
 3629,1033300,100,100,1
 3630,1033200,100,0,0
 3631,1033100,100,0,0
 3632,1033000,100,0,0
 3633,1032900,100,0,0
 3634,1032800,100,0,0
 3635,1032700,100,0,0
 3636,1032600,100,0,0
 3637,1032600,100,100,1
 3638,1042500,100,10000,100
 3639,1042400,100,0,0
 3640,1044800,100,2500,25
 3641,1044700,100,0,0
 3642,1044600,100,0,0
 3643,1044500,100,0,0
 3644,1044400,100,0,0
 3645,1044300,100,0,0
 3646,1044200,100,0,0
 3647,1044200,100,100,1
 3648,1044100,100,0,0
 3649,1046500,100,2500,25
 3650,1046400,100,0,0
 3651,1046300,100,0,0
 3652,1046300,100,100,1
 3653,1048700,100,2500,25
 3654,1048600,100,0,0
 3655,1048500,100,0,0
 3656,1050900,100,2500,25
 3657,1050800,100,0,0
 3658,1055700,100,5000,50
 3659,1055600,100,0,0
 3660,1055500,100,0,0
 3661,1055400,100,0,0
 3662,1055400,100,100,1
 3663,1055300,100,0,0
 3664,1055200,100,0,0
 3665,1055100,100,0,0
 3666,1055000,100,0,0
 3667,1055900,100,1000,10
 3668,1055800,100,0,0
 3669,1055700,100,0,0
 3670,1055600,100,0,0
 3671,1055500,100,0,0
 3672,1055400,100,0,0
 3673,1055300,100,0,0
 3674,1056200,100,1000,10
 3675,1058600,100,2500,25
 3676,1058500,100,0,0
 3677,1058400,100,0,0
 3678,1058300,100,0,0
 3679,1058200,100,0,0
 3680,1058100,100,0,0
 3681,1058000,100,0,0
 3682,1058900,100,1000,10
 3683,1058800,100,0,0
 3684,1058700,100,0,0
 3685,1058600,100,0,0
 3686,1058500,100,0,0
 3687,1058400,100,0,0
 3688,1058300,100,0,0
 3689,1058200,100,0,0
 3690,1058100,100,0,0
 3691,1058000,100,0,0
 3692,1057900,100,0,0
 3693,1057800,100,0,0
 3694,1058700,100,1000,10
 3695,1058600,100,0,0
 3696,1058500,100,0,0
 3697,1058400,100,0,0
 3698,1058300,100,0,0
 3699,1068200,100,10000,100
 3700,1068200,100,100,1
 3701,1068100,100,0,0
 3702,1069000,100,1000,10
 3703,1071400,100,2500,25
 3704,1073800,100,2500,25
 3705,1073700,100,0,0
 3706,1074600,100,1000,10
 3707,1079500,100,5000,50
 3708,1079400,100,0,0
 3709,1079300,100,0,0
 3710,1079200,100,0,0
 3711,1079100,100,0,0
 3712,1079000,100,0,0
 3713,1078900,100,0,0
 3714,1078800,100,0,0
 3715,1078700,100,0,0
 3716,1078600,100,0,0
 3717,1078500,100,0,0
 3718,1078400,100,0,0
 3719,1078300,100,0,0
